"applno","appltype","applpublicnotes","sponsorname","tecode"
90210,"ANDA",,"PRINSTON INC",
90211,"ANDA",,"MYLAN ASI",
90212,"ANDA",,"MYLAN ASI",
90215,"ANDA",,"AKORN",
90216,"ANDA",,"WOCKHARDT",
90217,"ANDA",,"SUN PHARM INDUSTRIES",
90218,"ANDA",,"SANDOZ INC",
90219,"ANDA",,"GLENMARK PHARMS",
90220,"ANDA",,"WOCKHARDT",
90221,"ANDA",,"WOCKHARDT LTD",
90222,"ANDA",,"ALEMBIC PHARMS LTD",
90223,"ANDA",,"ALEMBIC PHARMS LTD",
90227,"ANDA",,"SANDOZ",
90228,"ANDA",,"INVAGEN PHARMS",
90229,"ANDA",,"SYNTHON PHARMS",
90231,"ANDA",,"NOVEL LABS INC",
90233,"ANDA",,"FRESENIUS KABI USA",
90237,"ANDA",,"SANDOZ",
90239,"ANDA",,"JUBILANT CADISTA",
90240,"ANDA",,"LUITPOLD",
90241,"ANDA",,"TEVA PHARMS",
90242,"ANDA",,"FRESENIUS KABI USA",
90243,"ANDA",,"MYLAN LABS LTD",
90244,"ANDA",,"APOTEX INC",
90245,"ANDA",,"LUPIN",
90246,"ANDA",,"LUPIN LTD",
90247,"ANDA",,"HIKMA PHARMS",
90248,"ANDA",,"VINTAGE PHARMS",
90249,"ANDA",,"IPCA LABS LTD",
90250,"ANDA",,"SANDOZ",
90252,"ANDA",,"MYLAN PHARMS INC",
90253,"ANDA",,"ACCORD HLTHCARE",
90254,"ANDA",,"PERRIGO R AND D",
90255,"ANDA",,"INVAGEN PHARMS",
90256,"ANDA",,"PERRIGO ISRAEL",
90258,"ANDA",,"HANGZHOU BINJIANG",
90260,"ANDA",,"PHARM ASSOC",
90261,"ANDA",,"MYLAN",
90263,"ANDA",,"LANNETT CO INC",
90265,"ANDA",,"CARACO",
90266,"ANDA",,"MUSTAFA NEVSAT",
90268,"ANDA",,"AKORN",
90269,"ANDA",,"TARO",
90270,"ANDA",,"MYLAN INSTITUTIONAL",
90273,"ANDA",,"GLENMARK PHARMS",
90278,"ANDA",,"SUN PHARMA GLOBAL",
90279,"ANDA",,"CASI PHARMS INC",
90283,"ANDA",,"SUN PHARM INDS LTD",
90284,"ANDA",,"INVAGEN PHARMS",
90287,"ANDA",,"HIKMA FARMACEUTICA",
90288,"ANDA",,"CASI PHARMS INC",
90289,"ANDA",,"TEVA PHARMS",
90290,"ANDA",,"SANDOZ",
90291,"ANDA",,"FOSUN PHARMA",
90292,"ANDA",,"ACTAVIS TOTOWA",
90293,"ANDA",,"VINTAGE PHARMS",
90294,"ANDA",,"INVAGEN PHARMS",
90295,"ANDA",,"MARKSANS PHARMA",
90296,"ANDA",,"SANDOZ INC",
90297,"ANDA",,"TEVA PHARMS USA",
90299,"ANDA",,"MYLAN INSTITUTIONAL",
90300,"ANDA",,"CYPRESS PHARM",
90303,"ANDA",,"WEST-WARD PHARMS INT",
90304,"ANDA",,"WEST-WARD PHARMS INT",
90305,"ANDA",,"BEDFORD LABS",
90307,"ANDA",,"ACTAVIS TOTOWA",
90308,"ANDA",,"BARR LABS INC",
90309,"ANDA",,"MYLAN PHARMA",
90310,"ANDA",,"INJECTALIA",
90311,"ANDA",,"BEDFORD LABS",
90313,"ANDA",,"ECI PHARMS LLC",
90314,"ANDA",,"MYLAN ASI",
90315,"ANDA",,"MYLAN ASI",
90316,"ANDA",,"SAGENT STRIDES",
90317,"ANDA",,"MYLAN ASI",
90318,"ANDA",,"MYLAN ASI",
90321,"ANDA",,"ZYDUS PHARMS USA INC",
90323,"ANDA",,"MYLAN PHARMS INC",
90324,"ANDA",,"MYLAN",
90325,"ANDA",,"MYLAN",
90326,"ANDA",,"MYLAN",
90329,"ANDA",,"SUN PHARM INDS INC",
90330,"ANDA",,"PHARMAFORCE",
90331,"ANDA",,"SANDOZ",
90334,"ANDA",,"MYLAN PHARMS INC",
90335,"ANDA",,"MYLAN PHARMS INC",
90339,"ANDA",,"AUROBINDO PHARMA",
90340,"ANDA",,"AUROBINDO PHARMA",
90343,"ANDA",,"INFORLIFE",
90346,"ANDA",,"EPIC PHARMA LLC",
90347,"ANDA",,"TARO",
90348,"ANDA",,"WOCKHARDT LTD",
90349,"ANDA",,"AUROBINDO PHARMA",
90351,"ANDA",,"WEST-WARD PHARMS INT",
90352,"ANDA",,"TEVA PHARMS USA",
90353,"ANDA",,"WOCKHARDT USA",
90354,"ANDA",,"ANTIBIOTICE",
90355,"ANDA",,"GLENMARK GENERICS",
90356,"ANDA",,"SUN PHARMA GLOBAL",
90357,"ANDA",,"SUN PHARMA GLOBAL",
90358,"ANDA",,"SUN PHARMA GLOBAL",
90359,"ANDA",,"BRECKENRIDGE PHARM",
90360,"ANDA",,"BARR",
90362,"ANDA",,"SUN PHARMA GLOBAL",
90364,"ANDA",,"WATSON LABS INC",
90365,"ANDA",,"GLENMARK GENERICS",
90367,"ANDA",,"WOCKHARDT",
90368,"ANDA",,"TARO",
90370,"ANDA",,"WATSON LABS INC",
90371,"ANDA",,"CIPLA LIMITED",
90372,"ANDA",,"DR REDDYS LABS LTD",
90374,"ANDA",,"ORCHID HLTHCARE",
90375,"ANDA",,"HOSPIRA INC",
90377,"ANDA",,"IMPAX LABS",
90378,"ANDA",,"ACTAVIS MID ATLANTIC",
90379,"ANDA",,"BARR LABS DIV TEVA",
90380,"ANDA",,"CARACO",
90381,"ANDA",,"WEST-WARD PHARMS INT",
90382,"ANDA",,"VIVIMED GLOBAL",
90383,"ANDA",,"VIVA HLTHCARE",
90384,"ANDA",,"APP PHARMS",
90385,"ANDA",,"GLENMARK GENERICS",
90386,"ANDA",,"LUITPOLD",
90387,"ANDA",,"WEST-WARD PHARMS INT",
90392,"ANDA",,"DR REDDYS LABS LTD",
90393,"ANDA",,"MUSTAFA NEVZAT ILAC",
90394,"ANDA",,"SANOCHEMIA CORP USA",
90395,"ANDA",,"ALVOGEN",
90397,"ANDA",,"BIONPHARMA INC",
90398,"ANDA",,"MATRIX LABS LTD",
90401,"ANDA",,"AUROBINDO PHARMA",
90402,"ANDA",,"WATSON LABS",
90403,"ANDA",,"ZYDUS PHARMS USA INC",
90404,"ANDA",,"ZYDUS PHARMS USA INC",
90405,"ANDA",,"ZYDUS PHARMS USA INC",
90406,"ANDA",,"MYLAN",
90407,"ANDA",,"MYLAN",
90408,"ANDA",,"MYLAN",
90409,"ANDA",,"MYLAN",
90410,"ANDA",,"MYLAN",
90411,"ANDA",,"ZYDUS PHARMS USA INC",
90413,"ANDA",,"MYLAN",
90415,"ANDA",,"VINTAGE PHARMS",
90416,"ANDA",,"GLENMARK GENERICS",
90417,"ANDA",,"CYPRESS PHARM",
90418,"ANDA",,"CYPRESS PHARM",
90419,"ANDA",,"APOTEX CORP",
90421,"ANDA",,"SUN PHARMA GLOBAL",
90422,"ANDA",,"SANDOZ",
90423,"ANDA",,"SUN PHARMA GLOBAL",
90424,"ANDA",,"EMCURE PHARMS",
90425,"ANDA",,"PLIVA HRVATSKA DOO",
90426,"ANDA",,"ANI PHARMS",
90427,"ANDA",,"APOTEX INC",
90428,"ANDA",,"ALEMBIC PHARMS LTD",
90429,"ANDA",,"ALEMBIC LTD",
90430,"ANDA",,"ALEMBIC PHARMS LTD",
90431,"ANDA",,"MYLAN",
90432,"ANDA",,"AUROBINDO PHARMA LTD",
90433,"ANDA",,"ALKEM LABS LTD",
90435,"ANDA",,"INVAGEN PHARMS",
90437,"ANDA",,"MATRIX LABS LTD",
90439,"ANDA",,"LUPIN LTD",
90440,"ANDA",,"LUPIN LTD",
90441,"ANDA",,"LUPIN LTD",
90444,"ANDA",,"LUPIN LTD",
90445,"ANDA",,"LUPIN LTD",
90446,"ANDA",,"LUPIN LTD",
90449,"ANDA",,"APOTEX INC",
90450,"ANDA",,"AKORN",
90453,"ANDA",,"EPIC PHARMA LLC",
90454,"ANDA",,"GLENMARK GENERICS",
90455,"ANDA",,"STRIDES PHARMA",
90456,"ANDA",,"STRIDES PHARMA",
90457,"ANDA",,"STRIDES PHARMA",
90460,"ANDA",,"ZYDUS PHARMS USA INC",
90461,"ANDA",,"TRIS PHARMA INC",
90462,"ANDA",,"SIGMAPHARM LABS LLC",
90463,"ANDA",,"APOTEX",
90464,"ANDA",,"DR REDDYS LABS LTD",
90466,"ANDA",,"ORCHID HLTHCARE",
90467,"ANDA",,"TORRENT PHARMS",
90468,"ANDA",,"CYPRESS PHARM INC",
90469,"ANDA",,"AUROBINDO PHARMA",
90470,"ANDA",,"BARR",
90471,"ANDA",,"AUROBINDO PHARMA LTD",
90473,"ANDA",,"MIKART",
90474,"ANDA",,"BIO PHARM INC",
90475,"ANDA",,"AKORN",
90476,"ANDA",,"BARR",
90477,"ANDA",,"LANNETT CO INC",
90478,"ANDA",,"INVAGEN PHARMS",
90479,"ANDA",,"WATSON LABS",
90480,"ANDA",,"GLENMARK PHARMS",
90482,"ANDA",,"PAR PHARM",
90483,"ANDA",,"MYLAN PHARMS INC",
90484,"ANDA",,"ORCHID HLTHCARE",
90485,"ANDA",,"AMNEAL PHARMS",
90486,"ANDA",,"FOSUN PHARMA",
90488,"ANDA",,"MATRIX LABS LTD",
90490,"ANDA",,"ACTAVIS MID ATLANTIC",
90491,"ANDA",,"FRESENIUS KABI ONCOL",
90492,"ANDA",,"SUN PHARMA GLOBAL",
90493,"ANDA",,"SUN PHARM INDS",
90494,"ANDA",,"SUN PHARMA GLOBAL",
90495,"ANDA",,"DR REDDYS LABS INC",
90498,"ANDA",,"ISTITUTO BIO ITA SPA",
90499,"ANDA",,"APOTEX",
90500,"ANDA",,"APOTEX INC",
90502,"ANDA",,"FRESENIUS KABI",
90503,"ANDA",,"FRESENIUS KABI",
90505,"ANDA",,"IMPAX LABS INC",
90506,"ANDA",,"GLENMARK GENERICS",
90507,"ANDA",,"SUN PHARMA GLOBAL",
90508,"ANDA",,"SUN PHARMA GLOBAL",
90509,"ANDA",,"DR REDDYS LABS LTD",
90510,"ANDA",,"UNICHEM",
90511,"ANDA",,"BRECKENRIDGE PHARM",
90513,"ANDA",,"AUROBINDO PHARMA LTD",
90514,"ANDA",,"MYLAN PHARMS INC",
90515,"ANDA",,"HETERO LABS LTD III",
90516,"ANDA",,"MYLAN PHARMS INC",
90517,"ANDA",,"ECI PHARMS LLC",
90519,"ANDA",,"MATRIX LABS LTD",
90520,"ANDA",,"WEST-WARD PHARMS INT",
90521,"ANDA",,"MYLAN PHARMS INC",
90523,"ANDA",,"NOVAST LABS LTD",
90524,"ANDA",,"NOVAST LABS LTD",
90526,"ANDA",,"BARR LABS DIV TEVA",
90527,"ANDA",,"GLENMARK PHARMS LTD",
90528,"ANDA",,"TORRENT PHARMS",
90529,"ANDA",,"SUN PHARM INDS INC",
90530,"ANDA",,"MYLAN",
90533,"ANDA",,"ARBOR PHARMS LLC",
90534,"ANDA",,"LUITPOLD",
90535,"ANDA",,"SUN PHARM INDS INC",
90538,"ANDA",,"GLENMARK GENERICS",
90539,"ANDA",,"TEVA PHARMS",
90540,"ANDA",,"AUROBINDO PHARMA LTD",
90541,"ANDA",,"NOVAST LABS LTD",
90543,"ANDA",,"HIKMA PHARMS",
90544,"ANDA",,"UPSHER-SMITH LABS",
90545,"ANDA",,"MARKSANS PHARMA",
90547,"ANDA",,"MYLAN PHARMS INC",
90548,"ANDA",,"APOTEX INC",
90549,"ANDA",,"HIKMA PHARMS",
90551,"ANDA",,"VIVIMED GLOBAL",
90554,"ANDA",,"AUROBINDO PHARMA LTD",
90555,"ANDA",,"AUROBINDO PHARMA",
90557,"ANDA",,"JUBILANT CADISTA",
90560,"ANDA",,"ANTIBIOTICE",
90561,"ANDA",,"CIPLA",
90562,"ANDA",,"MICRO LABS",
90564,"ANDA",,"GRANULES INDIA",
90567,"ANDA",,"PADDOCK LLC",
90568,"ANDA",,"ACCORD HLTHCARE",
90571,"ANDA",,"HOSPIRA INC",
90572,"ANDA",,"TRIS PHARMA INC",
90574,"ANDA",,"MYLAN INSTITUTIONAL",
90575,"ANDA",,"AMNEAL PHARMS",
90576,"ANDA",,"AMNEAL PHARMS",
90577,"ANDA",,"ACS DOBFAR",
90578,"ANDA",,"SAGENT PHARMS",
90579,"ANDA",,"SAGENT PHARMS",
90580,"ANDA",,"SAGENT PHARMS",
90581,"ANDA",,"SAGENT PHARMS",
90582,"ANDA",,"SAGENT PHARMS",
90583,"ANDA",,"SAGENT PHARMS",
90584,"ANDA",,"SAGENT PHARMS",
90585,"ANDA",,"SAGENT PHARMS",
90590,"ANDA",,"PADDOCK LLC",
90591,"ANDA",,"BARR",
90595,"ANDA",,"MYLAN PHARMS INC",
90596,"ANDA",,"MYLAN",
90598,"ANDA",,"VINTAGE PHARMS",
90600,"ANDA",,"LANNETT CO INC",
90601,"ANDA",,"HI-TECH PHARMACAL",
90602,"ANDA",,"MYLAN LABS LTD",
90604,"ANDA",,"SANDOZ INC",
90606,"ANDA",,"OXFORD PHARMS",
90607,"ANDA",,"ALEMBIC PHARMS LTD",
90609,"ANDA",,"DR REDDYS LABS LTD",
90610,"ANDA",,"IPCA LABS LTD",
90612,"ANDA",,"NATCO PHARMA LTD",
90613,"ANDA",,"VINTAGE PHARMS",
90615,"ANDA",,"WOCKHARDT",
90617,"ANDA",,"DR REDDYS LABS LTD",
90618,"ANDA",,"GLENMARK GENERICS",
90619,"ANDA",,"DR REDDYS LABS LTD",
90620,"ANDA",,"ACTAVIS TOTOWA",
90621,"ANDA",,"HOSPIRA INC",
90622,"ANDA",,"ETHYPHARM",
90623,"ANDA",,"AUROBINDO PHARMA LTD",
90624,"ANDA",,"AUROBINDO PHARMA",
90625,"ANDA",,"TEVA PHARMS",
90631,"ANDA",,"IMPAX LABS",
90633,"ANDA",,"GLENMARK PHARMS INC",
90635,"ANDA",,"THEPHARMANETWORK LLC",
90636,"ANDA",,"HETERO LABS LTD III",
90637,"ANDA",,"IPCA LABS LTD",
90638,"ANDA",,"AKORN",
90641,"ANDA",,"MYLAN ASI",
90642,"ANDA",,"WATSON LABS INC",
90643,"ANDA",,"MYLAN INSTITUTIONAL",
90644,"ANDA",,"TEVA PARENTERAL",
90646,"ANDA",,"HOSPIRA INC",
90647,"ANDA",,"AUROBINDO PHARMA LTD",
90648,"ANDA",,"GLAND PHARMA LTD",
90649,"ANDA",,"MYLAN",
90650,"ANDA",,"MYLAN PHARMS INC",
90651,"ANDA",,"SUN PHARM INDS INC",
90652,"ANDA",,"EPIC PHARMA LLC",
90653,"ANDA",,"HOSPIRA INC",
90654,"ANDA",,"SUN PHARM INDS",
90655,"ANDA",,"WEST-WARD PHARMS INT",
90656,"ANDA",,"LUITPOLD",
90658,"ANDA",,"FRESENIUS KABI USA",
90659,"ANDA",,"SUN PHARM INDS INC",
90661,"ANDA",,"JUBILANT CADISTA",
90663,"ANDA",,"HAMELN RDS GMBH",
90664,"ANDA",,"MYLAN INSTITUTIONAL",
90665,"ANDA",,"MYLAN LABS LTD",
90666,"ANDA",,"APOTEX",
90669,"ANDA",,"IMPAX LABS INC",
90671,"ANDA",,"WOCKHARDT",
90675,"ANDA",,"JIANGSU HENGRUI MED",
90678,"ANDA",,"LANNETT CO INC",
90679,"ANDA",,"MACLEODS PHARMS LTD",
90681,"ANDA",,"ACCORD HLTHCARE",
90682,"ANDA",,"AUROBINDO PHARMA",
90685,"ANDA",,"PERRIGO R AND D",
90686,"ANDA",,"TORRENT PHARMS",
90687,"ANDA",,"STRIDES PHARMA",
90688,"ANDA",,"MACLEODS PHARMA",
90690,"ANDA",,"SUN PHARMA GLOBAL",
90692,"ANDA",,"LUPIN LTD",
90693,"ANDA",,"LUPIN LTD",
90694,"ANDA",,"LUPIN LTD",
90695,"ANDA",,"LANNETT CO INC",
90696,"ANDA",,"GLAND PHARMA LTD",
90697,"ANDA",,"ZYDUS PHARMS USA INC",
90699,"ANDA",,"GLAND PHARMA LTD",
90700,"ANDA",,"GLENMARK GENERICS",
90702,"ANDA",,"HETERO LABS LTD III",
90704,"ANDA",,"MYLAN PHARMS INC",
90705,"ANDA",,"INVAGEN PHARMS",
90707,"ANDA",,"VISTAPHARM",
90709,"ANDA",,"HOSPIRA INC",
90710,"ANDA",,"SUN PHARM INDS INC",
90711,"ANDA",,"PERRIGO R AND D",
90712,"ANDA",,"PADDOCK LLC",
90713,"ANDA",,"TEVA PHARMS USA",
90715,"ANDA",,"VALEANT PHARMS NORTH",
90716,"ANDA",,"NOVAST LABS",
90718,"ANDA",,"GLENMARK PHARMS",
90719,"ANDA",,"NOVAST LABS LTD",
90720,"ANDA",,"WATSON LABS INC",
90721,"ANDA",,"NOVAST LABS LTD",
90722,"ANDA",,"TORRENT PHARMS",
90723,"ANDA",,"MARKSANS PHARMA",
90724,"ANDA",,"AREVA PHARMS",
90726,"ANDA",,"AKORN",
90727,"ANDA",,"AKORN",
90728,"ANDA",,"ZYDUS PHARMS USA INC",
90732,"ANDA",,"DR REDDYS LABS LTD",
90733,"ANDA",,"VINTAGE PHARMS",
90734,"ANDA",,"VINTAGE PHARMS",
90739,"ANDA",,"ZYDUS HLTHCARE",
90740,"ANDA",,"PERRIGO R AND D",
90742,"ANDA",,"STRIDES PHARMA",
90745,"ANDA",,"SUN PHARMA GLOBAL",
90747,"ANDA",,"LUITPOLD",
90749,"ANDA",,"WEST-WARD PHARMS INT",
90750,"ANDA",,"AUROBINDO PHARMA",
90751,"ANDA",,"AUROBINDO PHARMA LTD",
90752,"ANDA",,"CHINA RESOURCES",
90753,"ANDA",,"PAR PHARM",
90754,"ANDA",,"SUN PHARM INDS LTD",
90756,"ANDA",,"MISSION PHARMACAL CO",
90759,"ANDA",,"GLENMARK GENERICS",
90760,"ANDA",,"AUROBINDO PHARMA LTD",
90761,"ANDA",,"HOSPIRA INC",
90762,"ANDA",,"JUBILANT CADISTA",
90763,"ANDA",,"MYLAN PHARMS INC",
90764,"ANDA",,"MYLAN",
90765,"ANDA",,"AMNEAL PHARMS",
90766,"ANDA",,"AMNEAL PHARMS",
90767,"ANDA",,"ACIC PHARMS",
90768,"ANDA",,"JUBILANT GENERICS",
90769,"ANDA",,"PADDOCK LLC",
90773,"ANDA",,"WOCKHARDT",
90774,"ANDA",,"TORRENT PHARMS LTD",
90775,"ANDA",,"SANDOZ",
90776,"ANDA",,"ACTAVIS ELIZABETH",
90778,"ANDA",,"AUROBINDO PHARMA LTD",
90779,"ANDA",,"HERITAGE PHARMS INC",
90780,"ANDA",,"ANCHEN PHARMS",
90781,"ANDA",,"GLENMARK GENERICS",
90782,"ANDA",,"HOSPIRA INC",
90783,"ANDA",,"TEVA PHARMS USA",
90785,"ANDA",,"PERRIGO UK FINCO",
90786,"ANDA",,"WOCKHARDT LTD",
90787,"ANDA",,"APOTEX INC",
90788,"ANDA",,"MYLAN PHARMS INC",
90789,"ANDA",,"VINTAGE PHARMS LLC",
90790,"ANDA",,"APOTEX CORP",
90793,"ANDA",,"LABS LEON FARMA",
90794,"ANDA",,"LABS LEON FARMA",
90796,"ANDA",,"MARKSANS PHARMA",
90797,"ANDA",,"ACTAVIS TOTOWA",
90798,"ANDA",,"APOTEX INC",
90799,"ANDA",,"FRESENIUS KABI ONCOL",
90800,"ANDA",,"SUN PHARM INDS LTD",
90801,"ANDA",,"GLENMARK GENERICS",
90802,"ANDA",,"PANACEA BIOTEC LTD",
90807,"ANDA",,"APOTEX INC",
90808,"ANDA",,"SAGENT PHARMS",
90809,"ANDA",,"SAGENT PHARMS",
90810,"ANDA",,"SAGENT PHARMS",
90811,"ANDA",,"HOSPIRA INC",
90812,"ANDA",,"NEXGEN PHARMA",
90813,"ANDA",,"FRESENIUS KABI USA",
90815,"ANDA",,"ZYDUS PHARMS USA INC",
90816,"ANDA",,"HOSPIRA INC",
90817,"ANDA",,"TARO PHARM",
90818,"ANDA",,"SUN PHARMA GLOBAL",
90819,"ANDA",,"ACTAVIS ELIZABETH",
90821,"ANDA",,"PERRIGO R AND D",
90824,"ANDA",,"FOUGERA PHARMS",
90825,"ANDA",,"HOSPIRA INC",
90827,"ANDA",,"SAGENT PHARMS",
90828,"ANDA",,"GLENMARK GENERICS",
90829,"ANDA",,"TEVA PHARMS USA",
90831,"ANDA",,"APOTEX INC",
90833,"ANDA",,"WOCKHARDT LTD",
90834,"ANDA",,"SAGENT PHARMS",
90836,"ANDA",,"ALKEM LABS LTD",
90837,"ANDA",,"WOCKHARDT",
90838,"ANDA",,"WEST-WARD PHARMS INT",
90839,"ANDA",,"JUBILANT GENERICS",
90842,"ANDA",,"INVAGEN PHARMS",
90843,"ANDA",,"ACCORD HLTHCARE",
90844,"ANDA",,"TORRENT PHARMS LTD",
90845,"ANDA",,"LUITPOLD",
90848,"ANDA",,"BARR LABS INC",
90849,"ANDA",,"SANDOZ",
90850,"ANDA",,"GLAND PHARMA LTD",
90853,"ANDA",,"SUN PHARM INDS LTD",
90854,"ANDA",,"TEVA PHARMS USA",
90855,"ANDA",,"MYLAN",
90856,"ANDA",,"LUPIN LTD",
90858,"ANDA",,"ALKEM",
90859,"ANDA",,"DR REDDYS LABS SA",
90860,"ANDA",,"LUPIN LTD",
90861,"ANDA",,"TEVA PHARMS USA",
90862,"ANDA",,"SANDOZ INC",
90864,"ANDA",,"PAR PHARM INC",
90865,"ANDA",,"TORRENT PHARMS",
90866,"ANDA",,"MYLAN PHARMS INC",
90867,"ANDA",,"SUN PHARM INDS INC",
90868,"ANDA",,"MYLAN PHARMS INC",
90869,"ANDA",,"ACTAVIS ELIZABETH",
90870,"ANDA",,"BRECKENRIDGE PHARM",
90871,"ANDA",,"AUROBINDO PHARMA LTD",
90872,"ANDA",,"MYLAN PHARMS INC",
90873,"ANDA",,"ACTAVIS LABS UT INC",
90874,"ANDA",,"MYLAN INSTITUTIONAL",
90876,"ANDA",,"FRESENIUS KABI USA",
90877,"ANDA",,"APOTEX INC",
90878,"ANDA",,"APOTEX",
90879,"ANDA",,"ORCHID HLTHCARE",
90881,"ANDA",,"SUN PHARM INDS",
90883,"ANDA",,"LANNETT CO INC",
90884,"ANDA",,"ACS DOBFAR SPA",
90886,"ANDA",,"SUN PHARMA GLOBAL",
90887,"ANDA",,"AKORN",
90888,"ANDA",,"MARKSANS PHARMA",
90889,"ANDA",,"ACS DOBFAR SPA",
90891,"ANDA",,"LYNE",
90892,"ANDA",,"LUPIN LTD",
90893,"ANDA",,"LUPIN LTD",
90894,"ANDA",,"TEVA PHARMS USA",
90895,"ANDA",,"EPIC PHARMA LLC",
90896,"ANDA",,"FRESENIUS KABI USA",
90898,"ANDA",,"PADDOCK LLC",
90899,"ANDA",,"TORRENT PHARMS LLC",
90900,"ANDA",,"MYLAN",
90901,"ANDA",,"JUBILANT GENERICS",
90902,"ANDA",,"PADDOCK LLC",
90903,"ANDA",,"TOLMAR",
90906,"ANDA",,"LOTUS PHARM CO LTD",
90910,"ANDA",,"ALVOGEN MALTA",
90911,"ANDA",,"MYLAN PHARMS INC",
90912,"ANDA",,"STRIDES PHARMA",
90913,"ANDA",,"SAGENT PHARMS",
90918,"ANDA",,"APOTEX INC",
90919,"ANDA",,"APOTEX",
90920,"ANDA",,"LUITPOLD",
90922,"ANDA",,"SUN PHARM INDS LTD",
90923,"ANDA",,"SUN PHARM INDS LTD",
90924,"ANDA",,"MYLAN INSTITUTIONAL",
90926,"ANDA",,"GLENMARK GENERICS",
90928,"ANDA",,"MYLAN",
90930,"ANDA",,"DR REDDYS LABS LTD",
90931,"ANDA",,"SUN PHARM INDS LTD",
90934,"ANDA",,"ACCORD HLTHCARE",
90935,"ANDA",,"INVAGEN PHARMS",
90937,"ANDA",,"HERITAGE PHARMS INC",
90938,"ANDA",,"BARR LABS INC",
90939,"ANDA",,"TORRENT PHARMS LTD",
90940,"ANDA",,"HOSPIRA INC",
90941,"ANDA",,"MYLAN",
90942,"ANDA",,"MYLAN",
90943,"ANDA",,"MYLAN PHARMS INC",
90946,"ANDA",,"NOVAST LABS LTD",
90947,"ANDA",,"NOVAST LABS LTD",
90948,"ANDA",,"NOVAST LABS LTD",
90950,"ANDA",,"SANDOZ",
90951,"ANDA",,"SOMERSET THERAPS LLC",
90954,"ANDA",,"GENERA PHARMS",
90955,"ANDA",,"TEVA PHARMS",
90956,"ANDA",,"NEXGEN PHARMA",
90957,"ANDA",,"AUROBINDO PHARMA LTD",
90958,"ANDA",,"CIPLA LTD",
90960,"ANDA",,"APOTEX INC",
90961,"ANDA",,"ZYDUS PHARMS USA INC",
90962,"ANDA",,"PLIVA HRVATSKA DOO",
90963,"ANDA",,"HIKMA FARMACEUTICA",
90964,"ANDA",,"WEST-WARD PHARMS INT",
90968,"ANDA",,"KVK TECH",
90970,"ANDA",,"MYLAN PHARMS INC",
90972,"ANDA",,"SANDOZ",
90973,"ANDA",,"APOTEX INC",
90974,"ANDA",,"PERRIGO ISRAEL",
90979,"ANDA",,"PERRIGO ISRAEL",
90981,"ANDA",,"HIKMA FARMACEUTICA",
90982,"ANDA",,"LYNE",
90984,"ANDA",,"TORRENT PHARMS LTD",
90985,"ANDA",,"WOCKHARDT USA",
90986,"ANDA",,"WOCKHARDT USA",
90988,"ANDA",,"NATCO PHARMA LTD",
90992,"ANDA",,"AMNEAL PHARMS",
90999,"ANDA",,"SANDOZ",
91001,"ANDA",,"MYLAN",
91002,"ANDA",,"MYLAN PHARMS INC",
91003,"ANDA",,"TEVA PHARMS USA",
91004,"ANDA",,"SIGMAPHARM LABS LLC",
91007,"ANDA",,"HOSPIRA INC",
91008,"ANDA",,"JIANGSU HENGRUI MED",
91009,"ANDA",,"ACTAVIS LABS FL",
91011,"ANDA",,"SANTOS BIOTECH",
91018,"ANDA",,"PAR PHARM INC",
91019,"ANDA",,"NEXGEN PHARMA",
91020,"ANDA",,"NAVINTA LLC",
91022,"ANDA",,"SANDOZ",
91023,"ANDA",,"DR REDDYS LABS LTD",
91024,"ANDA",,"DR REDDYS LABS LTD",
91025,"ANDA",,"ACTAVIS ELIZABETH",
91027,"ANDA",,"SUN PHARM INDS INC",
91028,"ANDA",,"TEVA PHARMS USA",
91030,"ANDA",,"WEST-WARD PHARM CORP",
91031,"ANDA",,"HIKMA FARMACEUTICA",
91032,"ANDA",,"HIKMA FARMACEUTICA",
91033,"ANDA",,"HIKMA FARMACEUTICA",
91034,"ANDA",,"ZAMBON SPA",
91036,"ANDA",,"HIKMA PHARMS",
91037,"ANDA",,"SUN PHARM INDS LTD",
91038,"ANDA",,"SUN PHARM INDS",
91039,"ANDA",,"TEVA PHARMS USA",
91040,"ANDA",,"LUPIN LTD",
91041,"ANDA",,"SAGENT PHARMS",
91042,"ANDA",,"KVK TECH",
91044,"ANDA",,"TOLMAR",
91045,"ANDA",,"FRESENIUS KABI USA",
91048,"ANDA",,"SAGENT PHARMS",
91050,"ANDA",,"STRIDES PHARMA",
91051,"ANDA",,"MYLAN",
91052,"ANDA",,"MYLAN PHARMS INC",
91053,"ANDA",,"MYLAN",
91054,"ANDA",,"MYLAN",
91055,"ANDA",,"STRIDES ARCOLAB LTD",
91056,"ANDA",,"MYLAN LABS LTD",
91058,"ANDA",,"MYLAN LABS LTD",
91059,"ANDA",,"TEVA PHARMS USA",
91062,"ANDA",,"MYLAN LABS LTD",
91063,"ANDA",,"MYLAN LABS LTD",
91065,"ANDA",,"SAGENT PHARMS",
91068,"ANDA",,"AGILA SPECLTS",
91069,"ANDA",,"APOTEX INC",
91070,"ANDA",,"ACTAVIS LABS FL",
91071,"ANDA",,"ACTAVIS LABS FL",
91072,"ANDA",,"APOTEX INC",
91077,"ANDA",,"NOVEL LABS INC",
91078,"ANDA",,"HI TECH PHARMA",
91079,"ANDA",,"TEVA PHARMS USA",
91083,"ANDA",,"WATSON LABS",
91084,"ANDA",,"WATSON LABS FLORIDA",
